Timestamp,User Query,Bot Answer,Retrieved Sources
2026-06-18 14:32:21,"Is paneer served on any set?
","Yes, Paneer cutlet is served on Set 7.","[1] Breakfast | Set 7 | Rs.65 | Score: 0.5399 | Content: Service: Breakfast Set: 7 Items: Paneer. cutlet-2 + 2 sliced brown bread + Butter in blister pack.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack."
2026-06-18 14:33:15,"Is paneer served on any set?
","Yes, Paneer cutlet is served on Set 7.","[1] Breakfast | Set 7 | Rs.65 | Score: 0.5399 | Content: Service: Breakfast Set: 7 Items: Paneer. cutlet-2 + 2 sliced brown bread + Butter in blister pack.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack."
2026-06-18 14:33:43,"Which sets have poha for breakfast?
",I don't have that information.,"[1] Breakfast | Set 1 | Rs.65 | Score: 0.0656 | Content: Service: Breakfast Set: 1 Items: Bhagar Veg Upma + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[2] Breakfast | Set 5 | Rs.65 | Score: 0.0620 | Content: Service: Breakfast Set: 5 Items: 03 Idli + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[3] Breakfast | Set 6 | Rs.65 | Score: 0.0502 | Content: Service: Breakfast Set: 6 Items: Pongal + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[4] Breakfast | Set 3 | Rs.65 | Score: 0.0478 | Content: Service: Breakfast Set: 3 Items: Set Dosai (3 nos) + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[5] Breakfast | Set 2 | Rs.65 | Score: 0.0348 | Content: Service: Breakfast Set: 2 Items: Onion Uttapam + Dal Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[6] Breakfast | Set 4 | Rs.65 | Score: 0.0197 | Content: Service: Breakfast Set: 4 Items: 2 Stuffed (Aloo/ Gobhi/ Mix Veg. Etc) Paratha + Branded curd + Pickle in blister pack.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[7] Breakfast | Overview | Rs.65 | Score: 0.0177 | Content: Service: Breakfast  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[8] Breakfast | Set 7 | Rs.65 | Score: 0.0140 | Content: Service: Breakfast Set: 7 Items: Paneer. cutlet-2 + 2 sliced brown bread + Butter in blister pack.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack."
2026-06-18 14:34:27,"Which sets have poha for breakfast?
",I don't have that information.,"[1] Breakfast | Set 1 | Rs.65 | Score: 0.0656 | Content: Service: Breakfast Set: 1 Items: Bhagar Veg Upma + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[2] Breakfast | Set 5 | Rs.65 | Score: 0.0620 | Content: Service: Breakfast Set: 5 Items: 03 Idli + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[3] Breakfast | Set 6 | Rs.65 | Score: 0.0502 | Content: Service: Breakfast Set: 6 Items: Pongal + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[4] Breakfast | Set 3 | Rs.65 | Score: 0.0478 | Content: Service: Breakfast Set: 3 Items: Set Dosai (3 nos) + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[5] Breakfast | Set 2 | Rs.65 | Score: 0.0348 | Content: Service: Breakfast Set: 2 Items: Onion Uttapam + Dal Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[6] Breakfast | Set 4 | Rs.65 | Score: 0.0197 | Content: Service: Breakfast Set: 4 Items: 2 Stuffed (Aloo/ Gobhi/ Mix Veg. Etc) Paratha + Branded curd + Pickle in blister pack.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[7] Breakfast | Overview | Rs.65 | Score: 0.0177 | Content: Service: Breakfast  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[8] Breakfast | Set 7 | Rs.65 | Score: 0.0140 | Content: Service: Breakfast Set: 7 Items: Paneer. cutlet-2 + 2 sliced brown bread + Butter in blister pack.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack."
2026-06-18 14:38:28,Which meal includes sambar?,Breakfast sets include Sambar.,"[1] Breakfast | Set 1 | Rs.65 | Score: 0.2955 | Content: Service: Breakfast Set: 1 Items: Bhagar Veg Upma + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[2] Breakfast | Set 5 | Rs.65 | Score: 0.2720 | Content: Service: Breakfast Set: 5 Items: 03 Idli + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[3] Breakfast | Set 2 | Rs.65 | Score: 0.2585 | Content: Service: Breakfast Set: 2 Items: Onion Uttapam + Dal Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[4] Breakfast | Set 6 | Rs.65 | Score: 0.2170 | Content: Service: Breakfast Set: 6 Items: Pongal + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[5] Breakfast | Set 3 | Rs.65 | Score: 0.1534 | Content: Service: Breakfast Set: 3 Items: Set Dosai (3 nos) + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack."
2026-06-18 14:38:50,does all the breakfast sets include sambhar?,Yes. All breakfast sets include Sambhar.,"[1] Breakfast | Set 1 | Rs.65 | Score: 0.9586 | Content: Service: Breakfast Set: 1 Items: Bhagar Veg Upma + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[2] Breakfast | Set 6 | Rs.65 | Score: 0.9452 | Content: Service: Breakfast Set: 6 Items: Pongal + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[3] Breakfast | Set 3 | Rs.65 | Score: 0.9415 | Content: Service: Breakfast Set: 3 Items: Set Dosai (3 nos) + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[4] Breakfast | Set 5 | Rs.65 | Score: 0.9387 | Content: Service: Breakfast Set: 5 Items: 03 Idli + Medu Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack.
[5] Breakfast | Set 2 | Rs.65 | Score: 0.9046 | Content: Service: Breakfast Set: 2 Items: Onion Uttapam + Dal Vada + Coconut Chutney+ Sambhar.  Common Items: Choice of Tea/ Coffee, Sugar Sachet / Sugarfree sachets, Dairy Creamer sachet, Stirrer + Napkin tissue, Disposable Cup, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Omelette of 2 eggs, Tomato Ketchup sachet, 2 sliced bread, Butter in blister pack."
2026-06-18 14:39:41,What is served on Set 8,There are only 7 rotating sets (Set 1 to Set 7) on the menu. Set 8 does not exist.,
2026-06-18 14:39:48,What is on Set 0,There are only 7 rotating sets (Set 1 to Set 7) on the menu. Set 0 does not exist.,
2026-06-18 14:40:00,What are the train timings?,I don't have that information.,
2026-06-18 14:40:13,Can I book a ticket through this? ,I don't have that information.,
2026-06-18 14:40:22,s rice served in all dinner sets?,"Yes, Plain Rice is served in all Dinner Sets.","[1] Lunch & Dinner | Set 4 | Rs.120 | Score: 0.5465 | Content: Service: Lunch & Dinner Set: 4 Items: Jeera Rice, Dal Chana, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[2] Lunch & Dinner | Set 2 | Rs.120 | Score: 0.5176 | Content: Service: Lunch & Dinner Set: 2 Items: Jeera Rice, Dal Tadka, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[3] Lunch & Dinner | Set 6 | Rs.120 | Score: 0.4810 | Content: Service: Lunch & Dinner Set: 6 Items: Jeera Rice, Moong Dal, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[4] Lunch & Dinner | Set 5 | Rs.120 | Score: 0.3874 | Content: Service: Lunch & Dinner Set: 5 Items: Plain Rice, Dal Chola, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken).
[5] Lunch & Dinner | Set 3 | Rs.120 | Score: 0.3373 | Content: Service: Lunch & Dinner Set: 3 Items: Plain Rice, Moong Dal, Mix Seasonal Veg of regional preference.  Common Items: Plain Roti (4 no), Pickle Sachet, Branded Curd/ Mishti Doi, Napkin Tissue Paper + Salt & Pepper Sachet + Disposable wooden spoon + 01 Eclair.  Alternative Option: any set can be replaced with the non-vegetarian option: Chicken Curry of regional preference ( boneless chicken)."
2026-06-18 14:51:35,I have Rs.50 what can I get?,"With Rs.50 you can afford:
  - Morning Tea (Rs.15)
  - Evening Snacks (Rs.50)

Tip: You can get Morning Tea AND Evening Snacks for Rs.65 (Rs.15 + Rs.50).",
